0.0220279891+0.0003934276i
0.3259331121+0.0110264333i
0.8944197295+0.0531768224i
1.0574388407+0.1188128306i
0.8193178753+0.1765259736i
0.8210305668+0.2264735589i
0.9073421549+0.2823646955i
0.8152450722+0.3364543165i
0.7882226269+0.3861962253i
0.8180421168+0.4372500738i
0.7805374217+0.4878896898i
0.7206109395+0.5347641933i
0.7229248390+0.5802384196i
0.6901519476+0.6252370069i
0.6202395725+0.6661280001i
0.6059169293+0.7048089832i
0.5610378550+0.7418899859i
0.4972110442+0.7750196673i
0.4609196769+0.8052451332i
0.4140326818+0.8330027915i
0.3486940308+0.8569875486i
0.3001004811+0.8773735255i
0.2516606647+0.8949547935i
0.1830979025+0.9086083866i
0.1303969755+0.9184338453i
0.0772514429+0.9251115227i
0.0111331543+0.9278551316i
-0.0457680092+0.9267034204i
-0.0994222736+0.9221805758i
-0.1628580838+0.9138823477i
-0.2205973979+0.9016851070i
-0.2723382840+0.8861526956i
-0.3324535510+0.8670151366i
-0.3870714445+0.8441889596i
-0.4362134217+0.8181717959i
-0.4900998002+0.7888488449i
-0.5403152732+0.7561762488i
-0.5841173706+0.7205848584i
-0.6306541280+0.6821168015i
-0.6742994092+0.6407245182i
-0.7108770978+0.5968425534i
-0.7489416287+0.5505800202i
-0.7839101342+0.5019443193i
-0.8122253679+0.4513353991i
-0.8401710958+0.3989351566i
-0.8655345071+0.3447911114i
-0.8840879234+0.2892710304i
-0.9012443973+0.2326201174i
-0.9159430858+0.1749043100i
-0.9239303140+0.1164807859i
-0.9298396189+0.0576169442i
-0.9331823706-0.0015861204i
-0.9303718463-0.0608037373i
-0.9246826804-0.1197473047i
-0.9167242622-0.1782969487i
-0.9029561232-0.2361607784i
-0.8860233768-0.2930412519i
-0.8669862557-0.3488143517i
-0.8426854674-0.4032156120i
-0.8151655152-0.4559622888i
-0.7856930248-0.5069243757i
-0.7517358794-0.5558781144i
-0.7145510286-0.6025599067i
-0.6758119334-0.6468474492i
-0.6332868121-0.6885590012i
-0.5878485199-0.7274600584i
-0.5412312725-0.7634467144i
-0.4916430615-0.7963785007i
