0.0000000000
0.1596673898+0.0020067506i
0.4276279487+0.0087438004i
0.7220807861+0.0198521346i
0.9625683232+0.0319543247i
1.0989274974+0.0405374777i
1.1253957945+0.0425401793i
1.0752366313+0.0381180330i
1.0003090349+0.0305600054i
0.9463145839+0.0244269661i
0.9351937739+0.0230231399i
0.9614235759+0.0266753039i
1.0015796764+0.0327817093i
1.0303449850+0.0375277662i
1.0340807163+0.0381947390i
1.0156759494+0.0346843630i
0.9897787016+0.0294051555i
0.9725878822+0.0256753274i
0.9725677702+0.0256724066i
0.9869687334+0.0291819261i
1.0051613604+0.0338585379i
1.0159094467+0.0367672400i
1.0139298615+0.0362075915i
1.0021234140+0.0326962535i
0.9887854223+0.0285454057i
0.9820509067+0.0263570253i
0.9851327752+0.0274041805i
0.9950232265+0.0309004037i
1.0050067139+0.0345717744i
1.0090725769+0.0361268542i
1.0054171807+0.0346803376i
0.9970658599+0.0312499711i
0.9895521953+0.0280524690i
0.9873395078+0.0270789876i
0.9912451055+0.0288614400i
0.9983069446+0.0321911048i
1.0039353173+0.0349327007i
1.0048405847+0.0353898957i
1.0009037840+0.0333519852i
0.9949600263+0.0301781302i
0.9908134655+0.0278967571i
0.9908404215+0.0279138905i
0.9946675476+0.0301507308i
0.9996339850+0.0331376608i
1.0026059418+0.0349775030i
1.0019280143+0.0345488587i
0.9983128045+0.0321879509i
0.9942134729+0.0294359930i
0.9921838428+0.0280368817i
0.9933073370+0.0288353792i
0.9966488514+0.0312706116i
0.9999848116+0.0337669863i
1.0012660125+0.0347527010i
0.9998615629+0.0336487568i
0.9968385381+0.0312072360i
0.9941786825+0.0290030341i
0.9934922818+0.0284208129i
0.9950559820+0.0297877697i
0.9977414019+0.0321944786i
0.9998127840+0.0340991991i
1.0000396800+0.0343153519i
0.9984174325+0.0327505332i
0.9960807347+0.0304376096i
0.9945219810+0.0288557583i
0.9946459321+0.0289868059i
0.9962547424+0.0307081848i
0.9982496195+0.0328970622i
0.9993732594+0.0341627969i
0.9989964740+0.0337306897i
0.9974607629+0.0319159979i
0.9957974811+0.0298989808i
0.9950417446+0.0289595133i
0.9955936677+0.0296669881i
0.9970177551+0.0315377409i
0.9983725598+0.0333651758i
0.9988285576+0.0339984364i
0.9981716887+0.0330676279i
0.9968899421+0.0311990557i
0.9958201448+0.0295965042i
0.9956056374+0.0292676782i
0.9963139425+0.0303924634i
0.9974387017+0.0322286001i
0.9982557766+0.0336018643i
0.9982866142+0.0336576612i
0.9975743176+0.0323933288i
0.9966162258+0.0306400499i
0.9960213690+0.0295185332i
0.9961261183+0.0297244369i
0.9968089198+0.0310988253i
0.9976026718+0.0327483897i
0.9980111351+0.0336267666i
0.9978170268+0.0331990567i
0.9971920303+0.0317678287i
0.9965574273+0.0302625064i
0.9963028626+0.0296376505i
0.9965494494+0.0302693648i
0.9970997578+0.0317312072i
0.9975888048+0.0330823418i
0.9977242717+0.0334739296i
0.9974590676+0.0326832021i
0.9969959517+0.0312394787i
0.9966376951+0.0300720772i
0.9965908612+0.0299138096i
0.9968493728+0.0308427009i
0.9972216246+0.0322482202i
0.9974689600+0.0332333156i
0.9974574184+0.0331879029i
0.9972271263+0.0321673911i
0.9969458839+0.0308417383i
0.9967897724+0.0300574963i
0.9968342115+0.0302988272i
0.9970220487+0.0313904507i
0.9972182783+0.0326243530i
0.9973049909+0.0332199432i
0.9972509541+0.0328188419i
0.9971156877+0.0317008733i
0.9969958414+0.0305916349i
0.9969578396+0.0301932424i
0.9970028189+0.0307415138i
0.9970810029+0.0318686624i
0.9971365263+0.0328506375i
0.9971460521+0.0330732724i
0.9971251970+0.0324173141i
0.9971045248+0.0313211823i
0.9970994776+0.0304899706i
