0.0000000000,-0.0031796875,0.0010343750,0.0047656250,3.4828125000
0.0000640205,-0.0031875000,0.0007000000,0.0080468750,3.4343750000
0.0001280410,-0.0029609375,0.0007281250,0.0024218750,3.4273437500
0.0001920615,-0.0034687500,0.0007875000,0.0051562500,3.4312500000
0.0002560819,-0.0030468750,0.0007937500,0.0031250000,3.4070312500
0.0003201024,-0.0033359375,0.0007843750,0.0009375000,3.4281250000
0.0003841229,-0.0033984375,0.0009093750,0.0031250000,3.4195312500
0.0004481434,-0.0030781250,0.0008125000,0.0038281250,3.4210937500
0.0005121639,-0.0030859375,0.0008625000,0.0060937500,3.4382812500
0.0005761844,-0.0033515625,0.0007281250,0.0053125000,3.4398437500
0.0006402049,-0.0032578125,0.0006625000,0.0004687500,3.4289062500
0.0007042254,-0.0032500000,0.0009000000,0.0017968750,3.4281250000
0.0007682458,-0.0033750000,0.0007531250,0.0033593750,3.4140625000
0.0008322663,-0.0034453125,0.0008218750,0.0086718750,3.4390625000
0.0008962868,-0.0031875000,0.0008812500,0.0040625000,3.4523437500
0.0009603073,-0.0030703125,0.0008531250,0.0103906250,3.4570312500
0.0010243278,-0.0033046875,0.0009281250,0.0088281250,3.4523437500
0.0010883483,-0.0031640625,0.0008406250,0.0018750000,3.4093750000
0.0011523688,-0.0032421875,0.0009437500,0.0053125000,3.4109375000
0.0012163892,-0.0034296875,0.0008656250,0.0059375000,3.4265625000
0.0012804097,-0.0030468750,0.0009593750,0.0064843750,3.4398437500
0.0013444302,-0.0032109375,0.0006343750,0.0075781250,3.4531250000
0.0014084507,-0.0032421875,0.0008812500,0.0060937500,3.4070312500
0.0014724712,-0.0033203125,0.0010250000,0.0014062500,3.4257812500
0.0015364917,-0.0030703125,0.0008031250,0.0041406250,3.4539062500
0.0016005122,-0.0030937500,0.0008750000,0.0096093750,3.4187500000
0.0016645327,-0.0031875000,0.0008281250,-0.0007031250,3.4351562500
0.0017285531,-0.0031093750,0.0007406250,-0.0013281250,3.4375000000
0.0017925736,-0.0032578125,0.0008625000,0.0065625000,3.4398437500
0.0018565941,-0.0035625000,0.0009125000,-0.0030468750,3.4250000000
0.0019206146,-0.0031484375,0.0007906250,0.0035156250,3.4265625000
0.0019846351,-0.0035000000,0.0007843750,0.0089062500,3.4195312500
0.0020486556,-0.0032968750,0.0005937500,-0.0000781250,3.4250000000
0.0021126761,-0.0033046875,0.0007937500,0.0060937500,3.4414062500
0.0021766965,-0.0030234375,0.0005875000,-0.0010156250,3.4468750000
0.0022407170,-0.0032109375,0.0006968750,0.0067187500,3.4148437500
0.0023047375,-0.0030234375,0.0008281250,0.0014843750,3.4554687500
0.0023687580,-0.0030234375,0.0006437500,0.0048437500,3.4312500000
0.0024327785,-0.0033046875,0.0008531250,0.0020312500,3.4046875000
0.0024967990,-0.0039296875,0.0008250000,0.0060937500,3.4359375000
0.0025608195,-0.0031484375,0.0009000000,0.0062500000,3.5023437500
0.0026248399,-0.0032734375,0.0008937500,0.0060937500,3.4429687500
0.0026888604,-0.0031875000,0.0008312500,0.0021875000,3.4539062500
0.0027528809,-0.0032109375,0.0010468750,0.0025781250,3.4156250000
0.0028169014,-0.0030234375,0.0007718750,0.0109375000,3.4359375000
0.0028809219,-0.0030625000,0.0008687500,0.0075000000,3.4343750000
0.0029449424,-0.0033515625,0.0008281250,0.0089843750,3.4382812500
0.0030089629,-0.0032500000,0.0007843750,0.0026562500,3.4375000000
0.0030729834,-0.0032968750,0.0008406250,0.0068750000,3.4414062500
0.0031370038,-0.0030234375,0.0006968750,0.0035937500,3.4312500000
0.0032010243,-0.0033125000,0.0009281250,0.0090625000,3.4195312500
0.0032650448,-0.0033828125,0.0007875000,0.0054687500,3.4523437500
0.0033290653,-0.0032421875,0.0008843750,0.0028906250,3.4234375000
0.0033930858,-0.0030781250,0.0009531250,0.0061718750,3.4734375000
0.0034571063,-0.0030234375,0.0007625000,0.0021093750,3.4031250000
0.0035211268,-0.0034140625,0.0009031250,0.0021875000,3.4453125000
0.0035851472,-0.0032031250,0.0007375000,0.0000000000,3.4671875000
0.0036491677,-0.0034062500,0.0007875000,0.0064843750,3.4281250000
0.0037131882,-0.0032812500,0.0009875000,-0.0025000000,3.4539062500
0.0037772087,-0.0033046875,0.0008468750,0.0036718750,3.4250000000
0.0038412292,-0.0032968750,0.0009750000,0.0060156250,3.4265625000
