1.0919427368+0.9957642960i
1.0797120744+1.0093777009i
1.0673107849+1.0228417291i
1.0547406818+1.0361542312i
1.0420036058+1.0493130797i
1.0291014244+1.0623161693i
1.0160360318+1.0751614173i
1.0028093486+1.0878467639i
0.9894233216+1.1003701724i
0.9758799234+1.1127296299i
0.9621811521+1.1249231472i
0.9483290311+1.1369487593i
0.9343256090+1.1488045261i
0.9201729587+1.1604885318i
0.9058731779+1.1719988862i
0.8914283880+1.1833337245i
0.8768407344+1.1944912076i
0.8621123860+1.2054695226i
0.8472455347+1.2162668829i
0.8322423953+1.2268815288i
0.8171052051+1.2373117273i
0.8018362236+1.2475557730i
0.7864377322+1.2576119878i
0.7709120336+1.2674787217i
0.7552614519+1.2771543526i
0.7394883318+1.2866372869i
0.7235950388+1.2959259597i
0.7075839583+1.3050188351i
0.6914574956+1.3139144061i
0.6752180752+1.3226111955i
0.6588681409+1.3311077557i
0.6424101552+1.3394026689i
0.6258465989+1.3474945477i
0.6091799707+1.3553820351i
0.5924127869+1.3630638045i
0.5755475812+1.3705385607i
0.5585869039+1.3778050391i
0.5415333219+1.3848620069i
0.5243894182+1.3917082625i
0.5071577913+1.3983426363i
0.4898410554+1.4047639906i
0.4724418391+1.4109712199i
0.4549627860+1.4169632510i
0.4374065534+1.4227390434i
0.4197758126+1.4282975893i
0.4020732480+1.4336379138i
0.3843015572+1.4387590752i
0.3664634500+1.4436601650i
0.3485616485+1.4483403082i
0.3305988863+1.4527986635i
0.3125779084+1.4570344233i
0.2945014706+1.4610468139i
0.2763723390+1.4648350956i
0.2581932900+1.4683985632i
0.2399671093+1.4717365457i
0.2216965920+1.4748484064i
0.2033845416+1.4777335436i
0.1850337703+1.4803913900i
0.1666470979+1.4828214132i
0.1482273518+1.4850231160i
0.1297773662+1.4869960361i
0.1112999821+1.4887397463i
0.0927980465+1.4902538547i
0.0742744122+1.4915380049i
0.0557319372+1.4925918758i
0.0371734843+1.4934151817i
0.0186019208+1.4940076728i
0.0000201179+1.4943691346i
-0.0185690499+1.4944993886i
-0.0371627048+1.4943982918i
-0.0557579665+1.4940657374i
-0.0743519525+1.4935016541i
-0.0929417786+1.4927060066i
-0.1115245593+1.4916787957i
-0.1300974083+1.4904200580i
-0.1486574391+1.4889298661i
-0.1672017649+1.4872083287i
-0.1857274998+1.4852555905i
-0.2042317586+1.4830718322i
-0.2227116577+1.4806572704i
-0.2411643154+1.4780121580i
-0.2595868521+1.4751367837i
-0.2779763911+1.4720314722i
-0.2963300591+1.4686965843i
-0.3146449862+1.4651325166i
-0.3329183068+1.4613397018i
-0.3511471598+1.4573186083i
-0.3693286892+1.4530697404i
-0.3874600443+1.4485936381i
-0.4055383806+1.4438908773i
-0.4235608597+1.4389620694i
-0.4415246501+1.4338078614i
-0.4594269278+1.4284289359i
-0.4772648761+1.4228260109i
-0.4950356868+1.4169998399i
-0.5127365601+1.4109512114i
-0.5303647053+1.4046809492i
-0.5479173413+1.3981899123i
-0.5653916968+1.3914789945i
-0.5827850108+1.3845491246i
-0.6000945334+1.3774012660i
-0.6173175257+1.3700364167i
-0.6344512604+1.3624556094i
-0.6514930226+1.3546599110i
-0.6684401099+1.3466504225i
-0.6852898326+1.3384282793i
-0.7020395147+1.3299946504i
-0.7186864940+1.3213507387i
-0.7352281225+1.3124977807i
-0.7516617670+1.3034370464i
-0.7679848092+1.2941698388i
-0.7841946466+1.2846974945i
-0.8002886925+1.2750213824i
-0.8162643766+1.2651429045i
-0.8321191455+1.2550634952i
-0.8478504628+1.2447846213i
-0.8634558100+1.2343077816i
-0.8789326863+1.2236345069i
-0.8942786095+1.2127663597i
-0.9094911162+1.2017049340i
-0.9245677624+1.1904518549i
-0.9395061234+1.1790087786i
-0.9543037948+1.1673773923i
-0.9689583925+1.1555594134i
-0.9834675531+1.1435565898i
-0.9978289347+1.1313706995i
-1.0120402167+1.1190035501i
-1.0260991005+1.1064569789i
-1.0400033099+1.0937328525i
-1.0537505915+1.0808330664i
-1.0673387148+1.0677595449i
-1.0807654727+1.0545142406i
-1.0940286821+1.0410991346i
-1.1071261841+1.0275162355i
-1.1200558442+1.0137675797i
-1.1328155526+0.9998552309i
-1.1454032252+0.9857812796i
-1.1578168032+0.9715478433i
-1.1700542536+0.9571570657i
-1.1821135699+0.9426111163i
-1.1939927722+0.9279121908i
-1.2056899073+0.9130625100i
-1.2172030496+0.8980643199i
-1.2285303006+0.8829198912i
-1.2396697903+0.8676315190i
-1.2506196764+0.8522015225i
-1.2613781455+0.8366322446i
-1.2719434127+0.8209260517i
-1.2823137226+0.8050853330i
-1.2924873489+0.7891125006i
-1.3024625953+0.7730099887i
-1.3122377954+0.7567802535i
-1.3218113130+0.7404257729i
-1.3311815427+0.7239490458i
-1.3403469099+0.7073525921i
-1.3493058711+0.6906389519i
-1.3580569142+0.6738106857i
-1.3665985588+0.6568703734i
-1.3749293563+0.6398206142i
-1.3830478906+0.6226640264i
-1.3909527776+0.6054032465i
-1.3986426662+0.5880409292i
-1.4061162381+0.5705797471i
-1.4133722081+0.5530223898i
-1.4204093244+0.5353715638i
-1.4272263687+0.5176299921i
-1.4338221567+0.4998004139i
-1.4401955381+0.4818855838i
-1.4463453966+0.4638882717i
-1.4522706505+0.4458112622i
-1.4579702528+0.4276573543i
-1.4634431913+0.4094293610i
-1.4686884886+0.3911301086i
-1.4737052027+0.3727624367i
-1.4784924269+0.3543291973i
-1.4830492901+0.3358332545i
-1.4873749568+0.3172774845i
-1.4914686275+0.2986647745i
-1.4953295385+0.2799980225i
-1.4989569625+0.2612801371i
-1.5023502083+0.2425140367i
-1.5055086214+0.2237026492i
-1.5084315836+0.2048489116i
-1.5111185136+0.1859557695i
-1.5135688668+0.1670261765i
-1.5157821357+0.1480630938i
-1.5177578496+0.1290694901i
-1.5194955751+0.1100483406i
-1.5209949162+0.0910026267i
-1.5222555140+0.0719353359i
-1.5232770470+0.0528494608i
-1.5240592315+0.0337479989i
-1.5246018210+0.0146339521i
-1.5249046070-0.0044896736i
-1.5249674184-0.0236198690i
-1.5247901222-0.0427536219i
-1.5243726228-0.0618879172i
