0.0000000000,-0.0029609375,0.0008937500,0.0060156250,3.4500000000
0.0000640205,-0.0031406250,0.0008875000,0.0068750000,3.4312500000
0.0001280410,-0.0033203125,0.0009062500,0.0060156250,3.4406250000
0.0001920615,-0.0032031250,0.0008968750,0.0090625000,3.4031250000
0.0002560819,-0.0032031250,0.0006687500,0.0059375000,3.4304687500
0.0003201024,-0.0032968750,0.0007125000,0.0105468750,3.4179687500
0.0003841229,-0.0034375000,0.0009250000,0.0092968750,3.4242187500
0.0004481434,-0.0037109375,0.0007906250,0.0035937500,3.4414062500
0.0005121639,-0.0032421875,0.0008062500,0.0089843750,3.4445312500
0.0005761844,-0.0033437500,0.0007406250,0.0081250000,3.4335937500
0.0006402049,-0.0032734375,0.0009031250,0.0099218750,3.4187500000
0.0007042254,-0.0031171875,0.0005906250,0.0097656250,3.4765625000
0.0007682458,-0.0031562500,0.0008937500,0.0073437500,3.4468750000
0.0008322663,-0.0033125000,0.0006312500,0.0116406250,3.4289062500
0.0008962868,-0.0032578125,0.0007968750,0.0068750000,3.4468750000
0.0009603073,-0.0032968750,0.0008593750,0.0038281250,3.4289062500
0.0010243278,-0.0033515625,0.0009250000,0.0063281250,3.4304687500
0.0010883483,-0.0030234375,0.0006093750,0.0073437500,3.4156250000
0.0011523688,-0.0033203125,0.0009343750,0.0065625000,3.4234375000
0.0012163892,-0.0033515625,0.0009250000,0.0039843750,3.4125000000
0.0012804097,-0.0037421875,0.0006437500,0.0016406250,3.4031250000
0.0013444302,-0.0034765625,0.0010000000,0.0069531250,3.4031250000
0.0014084507,-0.0034609375,0.0007375000,0.0063281250,3.4554687500
0.0014724712,-0.0030546875,0.0010031250,0.0043750000,3.4085937500
0.0015364917,-0.0034531250,0.0007406250,0.0075781250,3.4460937500
0.0016005122,-0.0031953125,0.0006750000,0.0028125000,3.4195312500
0.0016645327,-0.0031328125,0.0008812500,0.0031250000,3.4101562500
0.0017285531,-0.0032968750,0.0009718750,0.0003125000,3.4296875000
0.0017925736,-0.0031328125,0.0007531250,0.0042968750,3.4515625000
0.0018565941,-0.0035468750,0.0007093750,0.0081250000,3.4273437500
0.0019206146,-0.0033750000,0.0008093750,0.0006250000,3.4250000000
0.0019846351,-0.0034687500,0.0009937500,0.0049218750,3.4414062500
0.0020486556,-0.0032968750,0.0008562500,0.0049218750,3.4062500000
0.0021126761,-0.0030234375,0.0008375000,0.0088281250,3.4117187500
0.0021766965,-0.0034218750,0.0009343750,0.0088281250,3.4117187500
0.0022407170,-0.0031875000,0.0009218750,0.0032812500,3.4343750000
0.0023047375,-0.0031640625,0.0008468750,0.0038281250,3.4320312500
0.0023687580,-0.0030625000,0.0008750000,0.0021875000,3.4203125000
0.0024327785,-0.0034531250,0.0007656250,0.0089062500,3.4234375000
0.0024967990,-0.0032656250,0.0009968750,0.0030468750,3.4250000000
0.0025608195,-0.0033281250,0.0007125000,0.0052343750,3.4484375000
0.0026248399,-0.0030546875,0.0008718750,0.0060156250,3.4148437500
0.0026888604,-0.0030546875,0.0007843750,0.0011718750,3.4132812500
0.0027528809,-0.0033359375,0.0009062500,0.0075000000,3.4578125000
0.0028169014,-0.0031875000,0.0009906250,0.0022656250,3.4085937500
0.0028809219,-0.0032187500,0.0007406250,0.0056250000,3.4304687500
0.0029449424,-0.0029687500,0.0009125000,0.0089062500,3.4531250000
0.0030089629,-0.0031562500,0.0008750000,0.0066406250,3.4460937500
0.0030729834,-0.0032968750,0.0010531250,0.0084375000,3.4468750000
0.0031370038,-0.0035000000,0.0009750000,0.0090625000,3.4250000000
0.0032010243,-0.0034843750,0.0006781250,0.0109375000,3.4390625000
0.0032650448,-0.0034140625,0.0009281250,0.0065625000,3.4062500000
0.0033290653,-0.0031015625,0.0008843750,0.0068750000,3.4210937500
0.0033930858,-0.0029687500,0.0007875000,0.0042187500,3.4421875000
0.0034571063,-0.0030234375,0.0007875000,0.0053125000,3.4359375000
0.0035211268,-0.0031953125,0.0007875000,0.0043750000,3.4187500000
0.0035851472,-0.0031718750,0.0008000000,0.0060156250,3.4187500000
0.0036491677,-0.0033437500,0.0005375000,0.0076562500,3.4523437500
0.0037131882,-0.0031015625,0.0007625000,0.0071093750,3.4164062500
0.0037772087,-0.0031328125,0.0008375000,0.0003906250,3.4265625000
