0.9999210386+0.0125664881i
0.9996841457+0.0251318292i
0.9992893272+0.0376940380i
0.9987366139+0.0502511292i
0.9980260616+0.0628011175i
0.9971577510+0.0753420182i
0.9961317877+0.0878718472i
0.9949483025+0.1003886217i
0.9936074510+0.1128903601i
0.9921094136+0.1253750827i
0.9904543960+0.1378408117i
0.9886426285+0.1502855717i
0.9866743664+0.1627073899i
0.9845498897+0.1751042966i
0.9822695034+0.1874743253i
0.9798335372+0.1998155131i
0.9772423456+0.2121259010i
0.9744963077+0.2244035343i
0.9715958273+0.2366464627i
0.9685413328+0.2488527409i
0.9653332771+0.2610204287i
0.9619721375+0.2731475913i
0.9584584160+0.2852322997i
0.9547926386+0.2972726311i
0.9509753559+0.3092666690i
0.9470071423+0.3212125036i
0.9428885967+0.3331082320i
0.9386203418+0.3449519589i
0.9342030244+0.3567417963i
0.9296373150+0.3684758644i
0.9249239079+0.3801522913i
0.9200635212+0.3917692139i
0.9150568964+0.4033247778i
0.9099047984+0.4148171378i
0.9046080157+0.4262444580i
0.8991673597+0.4376049122i
0.8935836652+0.4488966843i
0.8878577898+0.4601179686i
0.8819906141+0.4712669697i
0.8759830411+0.4823419033i
0.8698359969+0.4933409962i
0.8635504297+0.5042624866i
0.8571273100+0.5151046247i
0.8505676308+0.5258656724i
0.8438724069+0.5365439040i
0.8370426749+0.5471376065i
0.8300794932+0.5576450797i
0.8229839419+0.5680646366i
0.8157571224+0.5783946034i
0.8084001573+0.5886333202i
0.8009141903+0.5987791411i
0.7933003860+0.6088304342i
0.7855599297+0.6187855823i
0.7776940273+0.6286429828i
0.7697039051+0.6384010484i
0.7615908093+0.6480582066i
0.7533560065+0.6576129010i
0.7450007827+0.6670635905i
0.7365264438+0.6764087503i
0.7279343150+0.6856468720i
0.7192257405+0.6947764635i
0.7104020838+0.7037960495i
0.7014647271+0.7127041719i
0.6924150710+0.7214993898i
0.6832545345+0.7301802798i
0.6739845550+0.7387454362i
0.6646065876+0.7471934714i
0.6551221050+0.7555230159i
0.6455325976+0.7637327186i
0.6358395729+0.7718212472i
0.6260445554+0.7797872881i
0.6161490865+0.7876295470i
0.6061547239+0.7953467487i
0.5960630419+0.8029376377i
0.5858756306+0.8104009782i
0.5755940959+0.8177355543i
0.5652200594+0.8249401702i
0.5547551580+0.8320136505i
0.5442010435+0.8389548404i
0.5335593827+0.8457626057i
0.5228318566+0.8524358332i
0.5120201607+0.8589734309i
0.5011260046+0.8653743280i
0.4901511115+0.8716374751i
0.4790972179+0.8777618446i
0.4679660739+0.8837464306i
0.4567594422+0.8895902495i
0.4454790982+0.8952923395i
0.4341268298+0.9008517612i
0.4227044368+0.9062675979i
0.4112137311+0.9115389555i
0.3996565357+0.9166649625i
0.3880346853+0.9216447705i
0.3763500252+0.9264775542i
